En iyi sonuç: Iteration 1, Harmony: {'x1': 0.23327571208166203, 'x2': 9.891945347996996, 'x3': 7.834332470137158, 'x4': 0.333651954554931}, Fitness: 3.599231913337009, Penalty: 0
Iteration 1051, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1052, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1053, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1054, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1055, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1056, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1057, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1058, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1059, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1060, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1061, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1062, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1063, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1064, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1065, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1066, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1067, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1068, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1069, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1070, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1071, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1072, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1073, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1074, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1075, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1076, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1077, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1078, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1079, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1080, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1081, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1082, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1083, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1084, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1085, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1086, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1087, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1088, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1089, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1090, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1091, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1092, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1093, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1094, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1095, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1096, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1097, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1098, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1099, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1100, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1101, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1102, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1103, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1104, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1105, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1106, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1107, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1108, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1109, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1110, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1111, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1112, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1113, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1114, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1115, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1116, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1117, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1118, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1119, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1120, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1121, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1122, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1123, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1124, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1125, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1126, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1127, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1128, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1129, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1130, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1131, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1132, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1133, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1134, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1135, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1136, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1137, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1138, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1139, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1140, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1141, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1142, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1143, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1144, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1145, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1146, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1147, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1148, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1149, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1150, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1151, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1152, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1153, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1154, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1155, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1156, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1157, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1158, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1159, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1160, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1161, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1162, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1163, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1164, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1165, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1166, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1167, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1168, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1169, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1170, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1171, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1172, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1173, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1174, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1175, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1176, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1177, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1178, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1179, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1180, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1181, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1182, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1183, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1184, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1185, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1186, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1187, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1188, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1189, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1190, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1191, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1192, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1193, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1194, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1195, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1196, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1197, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1198, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
Iteration 1199, Harmony: {'x1': 0.21318060476906098, 'x2': 4.134648433932981, 'x3': 7.8815942313042, 'x4': 0.292508295440443}, Fitness: 2.218970621995635, Penalty: 0
